SubLevel,QNumber,QContent,AnswerA,AnswerB,AnswerC,AnswerD,CorrectAnswer,Passed
63,627,A vacuum will neither conduct heat nor .......,transmit sound waves,transmitting sound waves,sound waves are transmitted,the transmission of sound waves,transmit sound waves,0
63,628,"To relieve pain caused by severe burns, prevent infection, and treat for shock, ........",taking immediate steps,to take immediate steps,taken steps immediately,take immediate steps,take immediate steps,0
63,629,All the cereal grains ....... grow on the prairies and plains of the United States,but rice,except the rice,but for rice,excepting rice,but rice,0
63,630,"All of them are freshmen, ....... whom come from countryside.",most of,most,both a and b are correct,most of the,most of,0
64,631,"....... thought was given, but all was not approved.",A large number of,A great deal of,Many of,Many,A great deal of,0
64,632,"Green and magenta are complementary colors located opposite each other on the color wheel, .......",and blue and yellow so,and too blue and yellow,and so blue and yellow do,and so are blue and yellow,and so are blue and yellow,0
64,633,Double-stars orbit ....... .,each to the other,each other,each other one,other each one,each other,0
64,634,A ....... is a person who searches for valuable minerals.,prospect,prospects,prospector,prospective,prospector,0
64,635,John F. Kennedy was the youngest president of the United States and ....... to be assassinated,the fourth,fourth,four,the four,the fourth,0
64,636,"Oscillatona, one of the few plants that can move about, ....... a wavy, gliding motion",having,has,being,with,has,0
64,637,Nitrogen must be ...... with another element such as hydrogen or oxygen to be useful in agriculture or industry,combine,combining,to combine,combined,combined,0
64,638,"In ancient times and throughout the middle ages, many people believed that the earth ..... motionless",is,are,was,were,was,0
64,639,Anyone reproducing copyrighted works without permission of the holders of the copyrights ...... breaking the law,are,is,was,were,is,0
64,640,Supersonic transport ..... the Concorde will probably be widely accepted as soon as problems of noise and atmospheric pollution are resolved,such,so as,so,such as,such as,0
65,641,"Because ....... food is as nutritious for a baby as its mother's milk, many women are returning to the practice of breast feeding.",not,no,none,some,no,0
65,642,Civil engineers had better .... to use steel supports in concrete structures built on unstable geophysical sites,planning,to plan,plan,plans,plan,0
65,643,Three dangerous criminals escaped ...... prison yesterday.,from,for,out,for,from,0
65,644,The exam results could ....... your career.,determinant,determination,determine,determined,determine,0
65,645,"If the oxygen supply in the atmosphere ...... replenished by plants, it would soon be exhausted.",were not,was not,had not been,has not been,were not,0
65,646,"I used to earn ....... money, but then I lost my job.",a lot of,many,lot,few,a lot of,0
65,647,"The practical and legal implications of euthanasia, the practice of causing the death of a person suffering from an incurable disease, are so controversial ....... it is illegal in most countries",as,when,since,that,that,0
65,648,"Since lightning was probably significant in the formation of life, understanding it might help us ...... life itself",understanding,understand,understood,to understanding,understand,0
65,649,"Starfishes and sea urchins, members of the echinoderms or spiny skinned animals, are particularly ....... because of their unusual structures",to interest,interest,interested,interesting,interesting,0
65,650,.... poetry is more enjoyable when it is read aloud.,Almost,Most,Many,Few,Most,0
66,651,It is essential that cancer ..... diagnosed and treated as early as possible in order to assure a successful cure,is,been,was,be,be,0
66,652,"Products in this shop were ....... arranged, displayed, presented on the shelves",attract,attractive,attraction,attractively,attractively,0
66,653,The battle field was a ....... sight.,fear,fearsome,fearlessly,fearless,fearsome,0
66,654,"A vine climbs from one tree to another, continuing to grow and support itself even when the original supporting tree is ...... longer alive",no,not,any more,none,no,0
66,655,Parents have great ....... for their children's future.,expectant,expectancies,expects,expectations,expectations,0
66,656,The consistency of protoplasm and that of glue ......,they are alike,are similar to,are similar,the same,are similar,0
66,657,The lights and appliances in most homes use alternating current ......,instead direct current,instead of direct current,that instead direct current,for direct current instead,instead of direct current,0
66,658,"When Franklin Roosevelt decided to run for a fourth term, the opposition said that he was .....",so old,too old,oldest,very older,too old,0
66,659,The decomposition of microscopic animals at the bottom of the sea results in an accumulation of ...... in porous rocks,the oil,oil,an oil,oils,oil,0
66,660,They discussed the matter calmly and .......,reason,reasoned,reasonable,reasonably,reasonably,0
67,661,I saw a sample ...... her work and it was quite impressed.,of,in,on,about,of,0
67,662,The U.S. postal service policy for check approval includes a requirement that two pieces of identification .......,must present,presented,be presented,for presentation,be presented,0
67,663,Nerve impulses ...... to the brain at a speed of about one hundred yards per second.,sending sensations,to send sensations,send sensations,be send sensations,send sensations,0
67,664,"Although exact statistics vary because of political changes, ...... separate nation states are included in the official lists at any one time",more than two hundred,as much as two hundred,many as two hundred,most that two hundred,more than two hundred,0
